dr_id,question_1,question_2,label,question_1_length,question_2_length,processed_question_1,processed_question_2
10,What is the direction of some legitimate plastic surgeons that deal in cleft lips?,Can a normal surgeon also operate on cleft lip? I heard only plastic surgeons can operate on that. ,0,82,99,direction legitimate plastic surgeon deal cleft lip,normal surgeon also operate cleft lip hear plastic surgeon operate
10,What is the direction of some legitimate plastic surgeons that deal in cleft lips?,Could you apprise me of some legitimate plastic surgeons dealing with cleft lip? ,1,82,81,direction legitimate plastic surgeon deal cleft lip,could apprise legitimate plastic surgeon deal cleft lip
10,What is the maximum amount of Valium someone can take without overdosing?,"I am afraid, I may overdose. Could you tell me what's the maximum dose of Valium that one can take? ",1,73,100,maximum amount valium someone take without overdose,afraid may overdose could tell maximum dose valium one take
10,What is the maximum amount of Valium someone can take without overdosing?,"I got overdosed on Valium, was taken to ER, don't know what amount I took. Symptoms have subsided but still feeling dizzy. What can I take to overcome dizziness? ",0,73,162,maximum amount valium someone take without overdose,get overdose valium take er know amount take symptom subside still feel dizzy take overcome dizziness
10,What might cause glands in my armpit to swell?,I am having swollen up glands in my armpit. What are the causes? ,1,46,65,might cause gland armpit swell,swollen gland armpit cause
10,What might cause glands in my armpit to swell?,Swollen glans in my armpit. Can you suggest some home remedies? ,0,46,64,might cause gland armpit swell,swollen glan armpit suggest home remedy
10,What r the main symptom of acute HIV?,Could you educate me about the main symptoms of HIV?  ,1,37,54,r main symptom acute hiv,could educate main symptom hiv
10,What r the main symptom of acute HIV?,"I think I have HIV, as I am having its symptoms. Should I get checked? ",0,37,71,r main symptom acute hiv,think hiv symptom get check
10,"What should you do if a condom tears, while having intercourse?","Can one have comdom tear while having intercourse? If yes, what one should do?",1,63,78,condom tear intercourse,one comdom tear intercourse yes one
10,"What should you do if a condom tears, while having intercourse?",I took a plan B after our condom go teared while having intercourse. I am safe? ,0,63,80,condom tear intercourse,take plan b condom go tear intercourse safe
10,What supplement or vitamin can I take that would increase blood curculation to knee?,"I am having knee issues, what supplements or vitamins can I take to increase blood circulation to the knee? ",1,84,108,supplement vitamin take would increase blood curculation knee,knee issue supplement vitamin take increase blood circulation knee
10,What supplement or vitamin can I take that would increase blood curculation to knee?,"My mom was advised vitamin and supplements to incraese blood circulation to the knee, it's been 4 months. What can we do more? ",0,84,127,supplement vitamin take would increase blood curculation knee,mom advise vitamin supplement incraese blood circulation knee 4 month
10,What symptoms will I have if  I have strep throat?,Could you apprise me about the symptoms of strep throat? ,1,50,57,symptom strep throat,could apprise symptom strep throat
10,What symptoms will I have if  I have strep throat?,I have symptoms of strep throat. Should I go to the doctor? ,0,50,60,symptom strep throat,symptom strep throat go doctor
10,What tests are done to figure if you have circulation problems in thighs sometimes when standing too long. What exer can I do to  when it comes ?,"Does doing long standing work or exercises cause circulation problems of thigh? I work in the testing lab, where we stand for long time.",0,145,136,test do figure circulation problem thigh sometimes stand long exer come,long standing work exercise cause circulation problem thigh work testing lab stand long time
10,What tests are done to figure if you have circulation problems in thighs sometimes when standing too long. What exer can I do to  when it comes ?,I think I have circulation problems in my thigh. What tests can I undergo? Could you also guide me about exercises? ,1,145,116,test do figure circulation problem thigh sometimes stand long exer come,think circulation problem thigh test undergo could also guide exercise
10,What to do if I'm allergic to sunscreen but I work out in the sun all day what can I do from stop getting burn?,I am allergic to sun light and tend to get subnurn while working out in the sun. Can suncreen lotions help me? ,0,111,111,allergic sunscreen work sun day stop get burn,allergic sun light tend get subnurn work sun suncreen lotion help
10,What to do if I'm allergic to sunscreen but I work out in the sun all day what can I do from stop getting burn?,I work out in the sun and tend to get sun burns but I can't use sun screen as I am allergic to them. What should I do? ,1,111,119,allergic sunscreen work sun day stop get burn,work sun tend get sun burn ca use sun screen allergic
10,What will happen if a normal 19 year old guy took viagra (sildenafil)?,"I am 19 year old male. I am planning to take viagra ( sildenafil). Could you educate me, what might happen? ",1,70,108,happen normal 19 year old guy take viagra sildenafil,19 year old male plan take viagra sildenafil could educate might happen
10,What will happen if a normal 19 year old guy took viagra (sildenafil)?,"My 19 year old male friend took viagra (sildenafil), he's complaining of chest pain now. What should we do? ",0,70,108,happen normal 19 year old guy take viagra sildenafil,19 year old male friend take viagra sildenafil complain chest pain
10,"When I go to my doctor and tell him I urinate a lot, will he be able to determine if I'm diabetic or not?","Besides urinating a lot, what are other symptoms of diabetes? My doctor says I am diabetic. ",0,105,92,go doctor tell urinate lot able determine diabetic,besides urinate lot symptom diabetes doctor say diabetic
10,"When I go to my doctor and tell him I urinate a lot, will he be able to determine if I'm diabetic or not?","I think I am diabetic as I am urinating a lot, will my doctor be able to detect it? ",1,105,84,go doctor tell urinate lot able determine diabetic,think diabetic urinate lot doctor able detect
10,Why do spider bites take so long to heal?,"I had a spider bite last week and it's still not healing, why it's taking too long? ",1,41,84,spider bite take long heal,spider bite last week still heal take long
10,Why do spider bites take so long to heal?,My spider bite took too long to heal but now it's having scar mark. What can I do for that? ,0,41,92,spider bite take long heal,spider bite take long heal scar mark
10,Why I have abdominal obesity with fatty thighs and upper limd muscle atrophy?,I have abdominal obesity with fatty thighs but upper limb looks atrophied. Is it serious? ,1,77,90,abdominal obesity fatty thigh upper limd muscle atrophy,abdominal obesity fatty thigh upper limb look atrophied serious
10,Why I have abdominal obesity with fatty thighs and upper limd muscle atrophy?,"My moher having abdominal obesity, fatty thighs with atrophied upper limbs was diagnosed with genetic disease. What are my chances to have it? ",0,77,143,abdominal obesity fatty thigh upper limd muscle atrophy,moher abdominal obesity fatty thigh atrophy upper limb diagnose genetic disease chance
10,Will an infection in a belly piercing cause flu symptoms?,"I am having flu symptoms, as I think my belly piercing is infected. Can you suggest some remedies? ",0,57,99,infection belly piercing cause flu symptom,flu symptom think belly piercing infected suggest remedy
10,Will an infection in a belly piercing cause flu symptoms?,I have belly piercing and I think it's infection. Can it cause flu symptoms? ,1,57,77,infection belly piercing cause flu symptom,belly piercing think infection cause flu symptom
11,"According to my boyfriend last time I had an absence events I had tears rolling down my cheeks but I wasn't sobbing or anything, is this normal?",I am diagnosed with absence seizures and the last time I had one tears are rolling but I was not sobbing or crying. Is it normal? My boy friend is concerned. ,1,144,158,accord boyfriend last time absence event tear roll cheek sob anything normal,diagnose absence seizure last time one tear roll sob cry normal boy friend concerned
11,"According to my boyfriend last time I had an absence events I had tears rolling down my cheeks but I wasn't sobbing or anything, is this normal?",I am on valproic acid for my absence seizures and I am trying to get pregnant. Is it safe to valproic acid when trying to get pregnant?,0,144,135,accord boyfriend last time absence event tear roll cheek sob anything normal,valproic acid absence seizure try get pregnant safe valproic acid try get pregnant
11,After many courses of antibiotics i still have the helicobacrer bacteria. What can you advise me?,"Hello doctor, I have been h.pylori bacteria. Am I at risk of getting cancer?",0,97,76,many course antibiotic still helicobacrer bacteria advise,hello doctor bacteria risk get cancer
11,After many courses of antibiotics i still have the helicobacrer bacteria. What can you advise me?,I used many courses of antibiotics for helocobacter bacteria. There is no improvement in my symptoms. Can you advise what can be done next?,1,97,139,many course antibiotic still helicobacrer bacteria advise,use many course antibiotic helocobacter bacteria improvement symptom advise do next
11,Are monochorionic-diamniotic twins usually healthy at birth?,Are monochorionic-diamniotic twins healthy at the time of birth?,1,60,64,twin usually healthy birth,twin healthy time birth
11,Are monochorionic-diamniotic twins usually healthy at birth?,"Hello, what are the chances of monochorionic-diamniotic twins? Is it rare?",0,60,74,twin usually healthy birth,hello chance twin rare
11,Are there any medications or treatment options to help with bloating and discomfort during an IBS flare up ?, I am diagnosed with IBS and do you know any medications which may help ease bloating and burping?,1,108,98,medication treatment option help bloat discomfort ib flare,diagnose ib know medication may help ease bloat burping
11,Are there any medications or treatment options to help with bloating and discomfort during an IBS flare up ?,"I have severe abdominal pain, bloating, burping and nausea. I skipped my meals. May I know what is the cause?",0,108,109,medication treatment option help bloat discomfort ib flare,severe abdominal pain bloating burp nausea skip meal may know cause
11,Are there any sides effect of not doing the communicating hydrocele repaire?,I am 15 years and sustained an injury in the scrotal area a week back and has swelling. Is it a hydrocele? ,0,76,107,side effect communicate hydrocele repaire,15 year sustain injury scrotal area week back swelling hydrocele
11,Are there any sides effect of not doing the communicating hydrocele repaire?,I am diagnosed with hydrocele and advised surgery. I am scared and want to know the side effects if the repair is not done.,1,76,123,side effect communicate hydrocele repaire,diagnose hydrocele advise surgery scare want know side effect repair do
11,A week ago i used Monistat 1 (tioconazole) to treat a yeast infection. Now I have a vaginal odor and I am wondering if I should use safeguard soap to help the smell?,I used Monistat 1 to treat yeast infection and have vaginal odor and now can I use safeguard soap to help with smell?,1,165,117,week ago use monistat 1 tioconazole treat yeast infection vaginal odor wonder use safeguard soap help smell,use monistat 1 treat yeast infection vaginal odor use safeguard soap help smell
11,A week ago i used Monistat 1 (tioconazole) to treat a yeast infection. Now I have a vaginal odor and I am wondering if I should use safeguard soap to help the smell?,"May I know what is the difference between yeast infection and bacterial vaginosis. I have vaginal odor, itching, pain, redness, bumps and white vaginal discharge in excess..",0,165,173,week ago use monistat 1 tioconazole treat yeast infection vaginal odor wonder use safeguard soap help smell,may know difference yeast infection bacterial vaginosis vaginal odor itch pain redness bump white vaginal discharge excess
11,Blood pressure is good sitting down 120/75. But just walking across room it goes to 140/90.  I'm not over weight or in bad shape. Should I be concern?,I am not obese and I am in good shape. Blood pressure is 120/75 when sitting down and when walking blood pressure is 140/90. I am concerned as to what to do. ,1,150,158,blood pressure good sit walk across room go weight bad shape concern,obese good shape blood pressure sit walk blood pressure concern
11,Blood pressure is good sitting down 120/75. But just walking across room it goes to 140/90.  I'm not over weight or in bad shape. Should I be concern?,I have been diagnosed with blood pressure and my blood pressure is fluctuating between 120/70 - 150/90. I am on amlodepine and I think it is not working. Should I take the tablet twice daily?,0,150,191,blood pressure good sit walk across room go weight bad shape concern,diagnose blood pressure blood pressure fluctuate amlodepine think work take tablet twice daily
11,Can a ultrasound show tumors in the kidney or stomach cancer and what does it mean when a ultrasound show a swollen kidney air around kidney and a possible blockage for a 7 year old girl thanks very much?,My 7 year old girl USG showed swollen kidney air around Kidneys and a possible bloackage. Can a kidney tumor and stomach cancer be seen on the USG?,1,204,147,ultrasound show tumor kidney stomach cancer mean ultrasound show swollen kidney air around kidney possible blockage 7 year old girl thank much,7 year old girl usg show swollen kidney air around kidney possible bloackage kidney tumor stomach cancer see usg
11,Can a ultrasound show tumors in the kidney or stomach cancer and what does it mean when a ultrasound show a swollen kidney air around kidney and a possible blockage for a 7 year old girl thanks very much?,My USG showed that I have inflammation in my stomach. I am given Omeprazole to help. I took 2 doses of medication. How lonng will the medication take to  be effective? ,0,204,168,ultrasound show tumor kidney stomach cancer mean ultrasound show swollen kidney air around kidney possible blockage 7 year old girl thank much,usg show inflammation stomach give omeprazole help take 2 dose medication lonng medication take effective
11,"Can I get an std, such as HIV from mutual materbation with my partner? Cum touched clit but didn't go inside vagina and also touched a cut on my hand",I got tested for HIV after 3 weeks after having unprotected intercourse. Is my test accurate?,0,149,93,get std hiv mutual materbation partner cum touch clit go inside vagina also touch cut hand,get test hiv 3 week unprotected intercourse test accurate
11,"Can I get an std, such as HIV from mutual materbation with my partner? Cum touched clit but didn't go inside vagina and also touched a cut on my hand",Me and my partner both did mutual masturbation. My cum touched her clitoris and it did no go inside the vagina and it also touched the cut on my hand. Am I in risk of gettig an STD?,1,149,181,get std hiv mutual materbation partner cum touch clit go inside vagina also touch cut hand,partner mutual masturbation cum touch clitori go inside vagina also touch cut hand risk gettig std
11,Can I take oral terbinafine for onychomycosis? I had taken 45 oral terbinafine.Now foot toenail skin are red & pain. It will cure?,"Has taking oral terbinafine for onchomycosis and has taken 45 pills. Now foot, toenail, skin are red and painful. Wanted to  know if terbinafine may help. ",1,130,155,take oral terbinafine onychomycosis take 45 oral foot toenail skin red pain cure,take oral terbinafine onchomycosis take 45 pill foot toenail skin red painful wanted know terbinafine may help
11,Can I take oral terbinafine for onychomycosis? I had taken 45 oral terbinafine.Now foot toenail skin are red & pain. It will cure?,I wanted to drink alcohol and I am on terbinafine for my onchomycosis. Is there any reaction between both?,0,130,106,take oral terbinafine onychomycosis take 45 oral foot toenail skin red pain cure,want drink alcohol terbinafine onchomycosis reaction
11,Can metronidazole topical cream be used vaginally?,Hello doctor? Can I use metronidazole topical cream vaginally? ,1,50,63,metronidazole topical cream use vaginally,hello doctor use metronidazole topical cream vaginally
11,Can metronidazole topical cream be used vaginally?,I have an yeast infection and doctor prescribed metronidazole cream and it is not helping. Should I see a doctor for oral medications as well? ,0,50,143,metronidazole topical cream use vaginally,yeast infection doctor prescribe metronidazole cream help see doctor oral medication well
11,Can my child with hemophilia participate in activities?,My child is diagnosed with hemophilia? He wants to participate in school marathon and games. Can he participate?,1,55,112,child hemophilia participate activity,child diagnose hemophilia want participate school marathon game participate
11,Can my child with hemophilia participate in activities?,One my child is diagnosed with hemophilia and now I am pregnant with second child and is there any chance that my second child will have hemphilia as well?,0,55,155,child hemophilia participate activity,one child diagnose hemophilia pregnant second child chance second child hemphilia well
11,"Can rogaine (minoxidil) cause weight gain, body aches and pain in the kidney area? I've been on it nearly a month.",Hello doctor I have been given minoxidil to apply for hair loss. I am not sure how to use it. Can you help? ,0,114,108,rogaine minoxidil cause weight gain body ache pain kidney area nearly month,hello doctor give minoxidil apply hair loss sure use help
11,"Can rogaine (minoxidil) cause weight gain, body aches and pain in the kidney area? I've been on it nearly a month.","I am on rogaine monoxidil for a month. Does it cause body pain, pain in kidney area and I have been on it for a month?",1,114,118,rogaine minoxidil cause weight gain body ache pain kidney area nearly month,rogaine monoxidil month cause body pain pain kidney area month
11,Can scar tissue on the uterus or bladder show up on an ultrasound?,"Hello doctor, I am diagnosed with fibroid after my ultrasound scan yesterday. What are the treatmet options for fibroids?",0,66,121,scar tissue uterus bladder show ultrasound,hello doctor diagnose fibroid ultrasound scan yesterday treatmet option fibroid
11,Can scar tissue on the uterus or bladder show up on an ultrasound?,I am undergoing a ultrasound tomorrow and can a scar tissue on uterus or bladder be seen on the ultrasound?,1,66,107,scar tissue uterus bladder show ultrasound,undergo ultrasound tomorrow scar tissue uterus bladder see ultrasound
11,Can the ointment mupirocin USP 2% cause a rash when applied if its expired?,"Hello doctor, I am using Mupricoin for my wound and it healed and now can I apply bandaid after applying mupriocin?",0,75,115,ointment mupirocin usp 2 cause rash apply expire,hello doctor use mupricoin wound heal apply bandaid apply mupriocin
11,Can the ointment mupirocin USP 2% cause a rash when applied if its expired?,I used mupriocin USP 2% rash. May I know if it can cause a rash?,1,75,64,ointment mupirocin usp 2 cause rash apply expire,use mupriocin usp 2 rash may know cause rash
11,Can underactive detrusor ever return to normal?,"I am on a catheter for underactive detrusor and now the area around the catheter is painful, red and swollen. What I can do to help?",0,47,132,underactive detrusor ever return normal,catheter underactive detrusor area around catheter painful red swollen help
11,Can underactive detrusor ever return to normal?,I have underactive detrusor and does it return to normal.,1,47,57,underactive detrusor ever return normal,underactive detrusor return normal
11,Can you explain how to pass marijuana drug test?,Can you please tell me how to pass a marijuana drug test as I have been on marijuana for 5 weeks?,1,48,97,explain pass marijuana drug test,please tell pass marijuana drug test marijuana 5 week
11,Can you explain how to pass marijuana drug test?,"Hello doctor, can you tell me if medical marijuana helps with chronic pain? Is it safe?",0,48,87,explain pass marijuana drug test,hello doctor tell medical marijuana help chronic pain safe
11,Cycle was 2 weeks late with negative preg tests. Period was 14 days of light to medium bleeding. Now I have thick brown discharge.,"Hello doctor, I am 16 years and have acne, obesity, delayed cycles, mood swings, etc.. My doctor diagnosed me with PCOS. I am prescribed oral contraceptive pills. Is this the right treatment? ",0,130,192,cycle 2 week late negative preg test period 14 day light medium bleed thick brown discharge,hello doctor 16 year acne obesity delay cycle mood swing etc doctor diagnose pcos prescribe oral contraceptive pill right treatment
11,Cycle was 2 weeks late with negative preg tests. Period was 14 days of light to medium bleeding. Now I have thick brown discharge.,My cycle is 2 weeks late and negative PT. Period is light to medium for 14 days and now is dark brown. Bleeding is prolonged for a week and I am concerned. ,1,130,156,cycle 2 week late negative preg test period 14 day light medium bleed thick brown discharge,cycle 2 week late negative pt period light medium 14 day dark brown bleeding prolong week concern
11,"Do i have to prove that im deficient in gh in order to get therapy, ive heard gh is already been approved for height increasing purpose from 2003?",I have growth hormone deficiency. Can you please let me know about the common symptoms an treatment plan with growth hormone deficiency?,0,146,136,prove I m deficient gh order get therapy I ve hear gh already approve height increase purpose 2003,growth hormone deficiency please let know common symptom treatment plan growth hormone deficiency
11,"Do i have to prove that im deficient in gh in order to get therapy, ive heard gh is already been approved for height increasing purpose from 2003?",I want to take gh for increase in height. I heart that it can be used for height growth since 2003 even if there is no deficiency. Is this correct?,1,146,147,prove I m deficient gh order get therapy I ve hear gh already approve height increase purpose 2003,want take gh increase height heart use height growth since 2003 even deficiency correct
11,"Every morning I wake up perfectly normal, about an hour later, I am so tired. I can barely stay awake. I am also kind of dizzy. And confused.?","After waking up an hour later I get tired and can stay awake, I am dizzy and confused as well. ",1,142,95,every morning wake perfectly normal hour later tired barely stay awake also kind dizzy confused,wake hour later get tired stay awake dizzy confuse well
11,"Every morning I wake up perfectly normal, about an hour later, I am so tired. I can barely stay awake. I am also kind of dizzy. And confused.?","I have fatigue, nausea, dizziness, cramps and abdominal bloating. I missed my period and I am sexually active. Can I be pregnant?",0,142,129,every morning wake perfectly normal hour later tired barely stay awake also kind dizzy confused,fatigue nausea dizziness cramp abdominal bloating miss period sexually active pregnant
11,"Feels like something is stuck in throat, shoulder and chest feels mildly heavy, upper back ache. No more coughing. What can this be?","I have feeling of something stuck in throat, dizziness, anxious, stress and heaviness and I am on Lexapro for my anxiety. My symptoms started worsening even after taking the medication. Should I need to change my medication? ",0,132,225,feel like something stuck throat shoulder chest feel mildly heavy upper back ache cough,feel something stuck throat dizziness anxious stress heaviness lexapro anxiety symptom start worsen even take medication need change medication
11,"Feels like something is stuck in throat, shoulder and chest feels mildly heavy, upper back ache. No more coughing. What can this be?","I have no cough, feeling of something stick is throat, upper back ache and chest feels heavy. What are the causes of my symptoms? ",1,132,130,feel like something stuck throat shoulder chest feel mildly heavy upper back ache cough,cough feeling something stick throat upper back ache chest feel heavy cause symptom
11,"Had sex then took plan b pill next day, few days after pill came light bleeding for 3 days, could I still be pregnant?","Hello doctor, I took plan B 4 months ago and had regular cycles after that. Can I take one more plan B? How frequent should I take the pill?",0,118,140,sex take plan b pill next day day pill come light bleed 3 day could still pregnant,hello doctor take plan b 4 month ago regular cycle take one plan b frequent take pill
11,"Had sex then took plan b pill next day, few days after pill came light bleeding for 3 days, could I still be pregnant?",Hello doctor I took plan B and 3 days later I had light bleeding. Can I be pregnant 3 das later?,1,118,96,sex take plan b pill next day day pill come light bleed 3 day could still pregnant,hello doctor take plan b 3 day later light bleed pregnant 3 da later
11,Had sex using condom and withdrawal 1 week after start of last period. Not on bc. Now having lower stomach pressure period due in one week. Pregnant?,"After a week after my last period, I had intercourse using a condom and withdrawal method. I am not on birth control. I have lower abdominal pressure and cramps and my period is due in a week. Am I pregnant?",1,149,207,sex use condom withdrawal 1 week start last period bc low stomach pressure period due one week pregnant,week last period intercourse use condom withdrawal method birth control low abdominal pressure cramp period due week pregnant
11,Had sex using condom and withdrawal 1 week after start of last period. Not on bc. Now having lower stomach pressure period due in one week. Pregnant?,"Hello doctor, may I ask when can pregnancy symptoms be seen after one is pregnant?",0,149,82,sex use condom withdrawal 1 week start last period bc low stomach pressure period due one week pregnant,hello doctor may ask pregnancy symptom see one pregnant
11,"Hi I just found out I contracted an std. My doctor prescribed me Azithromicyn 500, they are too big to swallow, am I able to crush them up with food?",I contracted STD and now I am prescribed 500mg of Azithromycin and I cannot swallow them. Can I crush them and take them with food?,1,149,131,hi find contract std doctor prescribe azithromicyn 500 big swallow able crush food,contract std prescribe 500 mg azithromycin swallow crush take food
11,"Hi I just found out I contracted an std. My doctor prescribed me Azithromicyn 500, they are too big to swallow, am I able to crush them up with food?",I have been given Azithromycin as  I am diagnosed with Chlamydia. Should my partner also get treatment for the same?,0,149,116,hi find contract std doctor prescribe azithromicyn 500 big swallow able crush food,give azithromycin diagnose chlamydia partner also get treatment
11,How can I handle friends that call me a 'junkie' for all my medications for my disability?,I am diagnosed with depression and have social anxiety. I am being socially isolated and humilated because of my disability. I am given Zoloft. Do zoloft help me with my depression and what are my side effects?,0,90,210,handle friend call medication disability,diagnose depression social anxiety socially isolated humilate disability give zoloft zoloft help depression side effect
11,How can I handle friends that call me a 'junkie' for all my medications for my disability?,My friends call me a 'junkie' for all the medications for my disability. How do I deal with this?,1,90,97,handle friend call medication disability,friend call medication disability deal
11,How can I know if I have a varicose vein or a blood blister?,How can I know if I have a varicose vein or if it is a foot blister? Can you help me?,1,60,85,know varicose vein blood blister,know varicose vein foot blister help
11,How can I know if I have a varicose vein or a blood blister?,What are the treatment options for varicose veins? Is surgery the only option?,0,60,78,know varicose vein blood blister,treatment option varicose vein surgery option
11,How do you fix loose upper dentures?,"After getting by dentures fixed I have pain which is severe, worsening and has swelling and difficulty swallowing. Does this point out to an infection? ",0,36,152,fix loose upper denture,get denture fix pain severe worsen swelling difficulty swallow point infection
11,How do you fix loose upper dentures?,I have loose upper dentured and I want to know hot to fix them?,1,36,63,fix loose upper denture,loose upper dentured want know hot fix
11,How likely is someone to give meningitis to someone if he's gotten the vaccine?,How likely is it to get meningitis after getting vaccination done?,1,79,66,likely someone give meningitis someone get vaccine,likely get meningitis get vaccination do
11,How likely is someone to give meningitis to someone if he's gotten the vaccine?,"I have headache, fever, neck stiffness along with nausea and vomiting. Do you think I have meningitis?",0,79,102,likely someone give meningitis someone get vaccine,headache fever neck stiffness along nausea vomiting think meningitis
11,How long after conception does implantation bleeding start? Last period 11/13-18 unprotected sex nov 25,"Hello doctor, I am on birth control pills and I am sexually active. I am spotting now after 3 weeks and is it withdrawal bleeding or implantation bleeding? ",0,103,156,long conception implantation bleeding start last period unprotected sex nov 25,hello doctor birth control pill sexually active spot 3 week withdrawal bleed implantation bleed
11,How long after conception does implantation bleeding start? Last period 11/13-18 unprotected sex nov 25,My LMP - 11-13/18 and had unprotected sex on Novemeber 25th. May I ask when does implantation bleeding occur. ,1,103,110,long conception implantation bleeding start last period unprotected sex nov 25,lmp unprotected sex novemeber 25th may ask implantation bleeding occur
11,How safe is the use of azt (zidovudine) for HIV positive mothers?,I am HIV positive. I am on Zidovudine for my treatment and my CD4 count is in control. How long will it tak for my HIV to become full blown AIDS?,0,65,145,safe use azt zidovudine hiv positive mother,hiv positive zidovudine treatment cd4 count control long tak hiv become full blown aids
11,How safe is the use of azt (zidovudine) for HIV positive mothers?,I want to know about the safety of Zidovudine for HIV positive mothers?,1,65,71,safe use azt zidovudine hiv positive mother,want know safety zidovudine hiv positive mother
11,How to cure urine infection?,"Hello doctor, can I know if the antibiotics used for UTI will cause yeast infections?",0,28,85,cure urine infection,hello doctor know antibiotic use uti cause yeast infection
11,How to cure urine infection?,"Hello doctor, I am sure I have UTI? May I ask what are the remedies and treatments to help?",1,28,91,cure urine infection,hello doctor sure uti may ask remedy treatment help
11,How to figure out how many calories per day for a teenage girl to lose weight?,I am an obese female and I tried eating healthy diet and counting my calories. I started work out. I lost about 40 pounds in 5 months and I have some loose skin on my arms and hands. How do I tone them?,0,78,202,figure many calorie per day teenage girl lose weight,obese female try eat healthy diet count calorie start work lose 40 pound 5 month loose skin arm hand tone
11,How to figure out how many calories per day for a teenage girl to lose weight?,I am trying to loose weight as I am obese. Can you please help me with the amount of caories I need to loose weight?,1,78,116,figure many calorie per day teenage girl lose weight,try loose weight obese please help amount caorie need loose weight
11,How to have your vaginal discharge smell nice?,"After having intercourse with my partner, my vagina smells and I have itching and pain. Do I have a STD?",0,46,104,vaginal discharge smell nice,intercourse partner vagina smell itch pain std
11,How to have your vaginal discharge smell nice?,"Hello doctor, I have abnormal odor from my vagina. How can I make it smell nice?",1,46,80,vaginal discharge smell nice,hello doctor abnormal odor vagina make smell nice
11,"I am 17 years old, and I have had troubles keeping or even maintaining an erection before sex. I have tried multiple times and don't know what to do anymore. It's really imbarrassing but my girlfriend said I should go see a doctor about it. I only masterb","Hello doctor I have pain with erection, sensitivity and blood in semen? Am I going to die? Is it cancer?",0,255,104,17 year old trouble keep even maintain erection sex try multiple time know anymore really imbarrassing girlfriend say go see doctor masterb,hello doctor pain erection sensitivity blood semen go die cancer
11,"I am 17 years old, and I have had troubles keeping or even maintaining an erection before sex. I have tried multiple times and don't know what to do anymore. It's really imbarrassing but my girlfriend said I should go see a doctor about it. I only masterb",I am 17 years old and have issues with maintaining a erection. My girlfriend asked me to see a doctor. I only masturbate. Should I see one? ,1,255,140,17 year old trouble keep even maintain erection sex try multiple time know anymore really imbarrassing girlfriend say go see doctor masterb,17 year old issue maintain erection girlfriend ask see doctor masturbate see one
11,I am 19 yrs old and how can I do a good body workout?,Can you please advise my about good body work outs? I am 19 years old. ,1,53,71,19 yr old good body workout,please advise good body work out 19 year old
11,I am 19 yrs old and how can I do a good body workout?,"Hello doctor, I started high intensity bosy work out and I am spotting vaginally. Is this a side effect?",0,53,104,19 yr old good body workout,hello doctor start high intensity bosy work spot vaginally side effect
11,I am experiencing urinary dribbling and abnormal urine stream. Recently catheterized during surgery could this have caused my issues?,"Hello doctor, can you please tell me about symptoms of over active bladder as I have excessive urination, unable to control my bladder and voiding difficulty and I think I have overactive bladder. ",0,133,197,experience urinary dribble abnormal urine stream recently catheterize surgery could cause issue,hello doctor please tell symptom active bladder excessive urination unable control bladder voiding difficulty think overactive bladder
11,I am experiencing urinary dribbling and abnormal urine stream. Recently catheterized during surgery could this have caused my issues?,"I have urinary dribblng, abnormal urine stream and have been catheterized during surgery and can it be the cause for my issues? ",1,133,128,experience urinary dribble abnormal urine stream recently catheterize surgery could cause issue,urinary dribblng abnormal urine stream catheterize surgery cause issue
11,"I discovered I get this weakness in my hand whenever I try to snap my fingers, slight pain runs across elbow and wrist?","I have weakness in my arms, legs and face on one side and it started suddenly. There is tingling and numbness as well. I am concerned. ",0,119,135,discover get weakness hand whenever try snap finger slight pain run across elbow wrist,weakness arm leg face one side start suddenly tingle numbness well concerned
11,"I discovered I get this weakness in my hand whenever I try to snap my fingers, slight pain runs across elbow and wrist?",When I try to snap my fingers there is weakness and pain across elbow and wrist? May I know what are the causes?,1,119,112,discover get weakness hand whenever try snap finger slight pain run across elbow wrist,try snap finger weakness pain across elbow wrist may know cause
11,Ie been gettin white mucus in my eyes for the past two years and im not sick. What could it possible be?,I have been getting white mucus in eyes for 2 years and eyes are not sticky and asking what could the causes be? ,1,104,113,ie gettin white mucus eye past two year I m sick could possible,get white mucus eye 2 year eye sticky asking could cause
11,Ie been gettin white mucus in my eyes for the past two years and im not sick. What could it possible be?,"I have redness, swelling, white discharge, crusting, coughing and sneezing. Symptoms started a week before. I am concerned. ",0,104,124,ie gettin white mucus eye past two year I m sick could possible,redness swelling white discharge crust coughing sneezing symptom start week concerned
11,"If both metanephrine fractionated tests were abnormal, what is the likihood the ct of the abdomen and pelvis being abnormal. Was done w/wo contrast.",I got the metanephrine fractionated tests and both the tests are abnormal. I am about to get CT abdomen and pelvis done with out or with contrast and I want to know about the likelihood of the test being abnormal. ,1,148,214,metanephrine fractionate test abnormal likihood ct abdomen pelvis abnormal do contrast,get metanephrine fractionated test test abnormal get ct abdomen pelvis do contrast want know likelihood test abnormal
11,"If both metanephrine fractionated tests were abnormal, what is the likihood the ct of the abdomen and pelvis being abnormal. Was done w/wo contrast.",May I ask why is the metanephrine fatctionated test done?,0,148,57,metanephrine fractionate test abnormal likihood ct abdomen pelvis abnormal do contrast,may ask metanephrine fatctionate test do
11,If I go to ER with a tooth ache will it be pulled?,Hello doctor I have sever tooth ache and will my teeth be pulled out?,1,50,69,go er tooth ache pull,hello doctor sever tooth ache tooth pull
